,reasoning,answer,confidence,question,actual,correct
475,"Since Jim weighs 110 pounds and Steve is eight pounds lighter, Steve weighs 110 - 8 = 102 pounds. Stan weighs 5 more pounds than Steve, so Stan weighs 102 + 5 = 107 pounds. Their total weight is therefore 110 + 102 + 107 = 319 pounds.",319.0,1.0,"Stan weighs 5 more pounds than Steve. Steve is eight pounds lighter than Jim. If Jim weighs 110 pounds and the three of them crowd onto a scale at the same time, what is their total weight?",319,True
476,"Calculate the total hours spent on strength training and boxing training, then sum them together.",9.0,1.0,Kat decides she wants to start a boxing career.  She gets a gym membership and spends 1 hour in the gym 3 times a week doing strength training.  She also trained at the boxing gym 4 times a week for 1.5 hours.  How many hours a week does she train?,9,True
477,"First, calculate the annual salary increase by 30%. Then, multiply the increased salary by the number of years. Finally, add the total monthly earnings to get the total earnings after 3 years.",216000.0,1.0,"Kirt has a $6000 monthly salary when he started his job. After a year of working, his salary increased by 30%. How much are his total earnings after 3 years?",259200,False
478,4 adults * $12/adult + 3 children * $10/child,108.0,1.0,"Julia is performing in her high school musical this weekend and her family wants to come to the show. Tickets are $12 for adults and $10 for children. If her mom, dad, grandma, and three little sisters come to the show, how much will the total be for their tickets?",66,False
479,"First, calculate the distance jogged per night by multiplying the number of laps by the distance per lap. Then multiply the total distance per night by the number of days. Finally, divide the total distance by the number of feet burned per calorie to get the total calories burned.",6250.0,1.0,"Ian is looking to lose some weight.  He decides to start jogging around his apartment complex every night to burn some calories.  He does 5 laps around the complex every night.  Each lap is 100 feet.  If it takes 25 feet of jogging to burn a calorie, how many calories does Ian burn after 5 days of jogging like this?",100,False
480,"Andy's initial weight was 156 pounds. He gained 36 pounds, making his weight 156 + 36 = 192 pounds. Each month, he lost an eighth of his weight, which is 1/8 * 192 = 24 pounds. Over 3 months, he lost 24 * 3 = 72 pounds. So, his final weight is 192 - 72 = 120 pounds. The difference in weight from the beginning of the year is 156 - 120 = 36 pounds.",36.0,1.0,"Andy started out the year weighing 156 pounds. He then grew 3 inches and gained 36 pounds. Andy wasn't happy with his weight and decided to exercise. Over the next 3 months, he lost an eighth of his weight every month. How much less does Andy weigh now than at the beginning of the year?",36,True
481,Subtract the people who quit and add the new people to the original team size.,30.0,1.0,"Leticia, Nina, and Rosalie have a total of 25 people on their dance team. If 8 people quit, but 13 new people got in, how many people are there now on the team?",30,True
482,"Lance works 35 hours a week spread equally over 5 workdays, so we divide 35 hours by 5 workdays to find the hours per workday, then multiply that by his hourly wage.",18.0,1.0,"During the holidays, Lance works as a merchandiser. He works 35 hours a week, spread equally over 5 workdays. If Lance earns $9 an hour, how much does he make on each workday?",63,False
483,"To find the daily average rain total for the week, we first need to calculate the total rain for the week. Then we divide the total by 7 (the number of days in a week)."", ",6.571428571428571,1.0,Emily wants to know how much it rained last week. She sees that it rained 2 inches on Monday morning and 1 more inch later that day. It rained twice that much on Tuesday. It did not rain on Wednesday but on Thursday it rained 1 inch. The biggest storm was on Friday when the total was equal to Monday through Thursday combined. What was the daily average rain total for the week?,4,False
484,"6 pineapples for $3 each, total cost is 6 * $3 = $18. Each pineapple can be cut into 12 rings, so 6 pineapples can be cut into 6 * 12 = 72 rings. Jonah sold 4 rings for $5 each, so he sold 72 / 4 = 18 sets of 4 rings for $5 each, total revenue is 18 * $5 = $90. Profit is revenue - cost, so profit is $90 - $18 = $72.",72.0,1.0,Jonah bought 6 pineapples for $3 each. Each pineapple could be cut into 12 pineapple rings. He sold 4 pineapple rings for $5 each. How much profit did Jonah make?,72,True
485,"First, we calculate the total cost before the discount. The original cost of the items is $500, but she needs two-fifths more. Two-fifths of $500 is (2/5)*500 = $200. So the new total cost is $500 + $200 = $700. Then we apply the 15% discount to the new total cost. The discount amount is 0.15 * $700 = $105. After the discount, the total cost is $700 - $105 = $595. Since she only had $500, we subtract $500 from $595 to get the amount she still needs, which is $95. The confidence is 1 because this is a straightforward calculation with no assumptions or complex probability.",95.0,1.0,"Mrs. Smith wanted to buy wears worth $500. She went to a boutique with the $500 but by the time she had picked out everything she liked, she realized that she would need two-fifths more money than she had. If the shop owner gave her a discount of 15%, how much more money will she still need?",95,True
486,"Calculate the revenue from 'TOP' books, calculate the revenue from 'ABC' books, and then find the difference.",13.0,1.0,"At a certain bookstore, the best-selling book, ""TOP,"" costs $8. The least-selling book, ""ABC,"" costs $23. Thirteen ""TOP"" books and four ""ABC"" books were sold last week. What is the difference in the bookstore's earnings on these two books last week?",12,False
487,"The perimeter of a triangle is the sum of all its sides. Given two sides, we can subtract their sum from the perimeter to find the third side.",70.0,1.0,"The perimeter of a triangle is 160 cm. If two of the sides are 40 cm and 50 cm, calculate the length of the third side?",70,True
488,"Total distance to work is 11 blocks to the store + 6 blocks to the gallery + 8 blocks to work. So total distance is 11 + 6 + 8 = 25 blocks. Jess has already walked 5 blocks, so she has to walk 25 - 5 = 20 more blocks.",20.0,1.0,"Before getting to work, Jess has a few errands to run. Jess has to walk 11 blocks to the store and 6 blocks to the gallery, before walking the final 8 blocks to arrive at work. If Jess has already walked 5 blocks, how many more blocks must she walk before arriving at work?",20,True
489,"Given that 10% of Judges are under 30, 60% are between 30-50, and the remaining percentage represents Judges over 50. We can calculate the percentage of Judges over 50 as 100 - (10 + 60). Then we can find the number of Judges over 50 by multiplying the percentage by the total number of Judges (40).",16.0,1.0,There are 40 Judges in the state of Rhode Island.  10 percent of Judges are under 30 years old.  60 percent of Judges are 30-50 years old.  The rest of the Judges are over 50 years old.  How many Judges are over 50 years old?,12,False
490,"Since each attendee paid $100, the total contributions are $100 * 50. The total expenses are $500 less than the total contributions. We can calculate the total expenses by subtracting $500 from the total contributions.",4500.0,1.0,"Hally and her friends organized a high school reunion. To cover the cost of a late-night party that they planned for at the reunion, each attendee had to pay $100. After the party, Hally and her friends realized that the total expenses were $500 less than the total contributions. If there were 50 people at the party, how much money was used to pay for the party expenses?",4500,True
491,"Calculate the original total square footage of both houses by adding their initial sizes. Then, subtract the original total from the new total to find the combined expansion size of both houses. Finally, subtract the larger house's expansion from the combined expansion to find the smaller house's expansion size.",3370.0,1.0,"There is a 5,200 sq. ft. house and a 7,300 sq. ft. house next to each other. The smaller house is being expanded. If the new total square footage of both houses is 16,000 sq. ft., how much is the smaller house being expanded by, in sq. ft.?",3500,False
492,"First, calculate the total number of goldfish, which is four times the number of pretzels, then add the number of pretzels and goldfish and suckers. Finally, divide the sum by the number of kids in the class.",15.0,1.0,"MIlle is making snack packs for her kindergarten class. She's going to divide 64 pretzels, four times as many goldfish, and 32 suckers into baggies for the 16 kids in the class. How many items does each baggie have?",22,False
